project_id,commit_sha,author_name,committer_name,commit_date
116011653,313886e99befb94be6cd45f085c98e0019f59829,Deep-Yellow,GitHub,2022-11-01T08:21:39Z
116011653,9bdd9a28f0033e91dec4595d257da81cc7016e47,zhang.chenxi,GitHub,2022-08-10T02:12:22Z
116011653,4a9599f4a5b38ce56ae7b7f29a7da9beec87ed11,meixiezichuan,GitHub,2022-08-10T01:32:00Z
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z
116011653,350f62000e6658e0e543730580c599d8558253e7,xiya.wu,GitHub,2021-09-02T09:59:09Z
116011653,2ab320773f0142bcece18af41b48e505528ea1b5,Humbert Zhang,GitHub,2021-09-02T09:55:34Z
116011653,d814564a307926795e58d4898bcd08b1af56b514,qsliu2017,GitHub,2021-08-12T09:51:53Z
116011653,8bf36c53096d552126ea4a65506dd9b76fc65905,qsliu2017,GitHub,2021-08-10T10:27:02Z
116011653,437149650bd2e4b304bf4affb3ee23678b2d0b56,qsliu2017,GitHub,2021-08-10T09:05:23Z
116011653,61716b605d604bb7e3936d75655c7eac8f9d7552,qsliu2017,GitHub,2021-08-10T06:52:15Z
116011653,e5ae0c3a4fa951980f9fe5640d6e077ab1852af9,qsliu2017,GitHub,2021-08-05T11:45:22Z
116011653,813dd01eec30386f673d7340a1b7eb605fcb5def,Kagaya,GitHub,2021-05-21T01:42:25Z
116011653,bc1567db6ac2738cb6baea12bfc74ad307c7a5af,Jessica Berg,Jessica Berg,2021-05-19T17:40:14Z
116011653,56b95d722806f608a212ab5dfc5005f2130d814d,Kagaya,GitHub,2021-05-05T15:48:04Z
116011653,4704604650abadbc307a1f29dbae3b8680b10367,Kagaya,Kagaya,2021-05-05T07:57:04Z
116011653,92e62f9fb6e8f4452d188198ec724cca41cdef68,Kagaya,Kagaya,2021-04-21T06:46:24Z
116011653,54ace0bc81a1575ca49ade0a4bffec4dadfca26e,Kagaya,GitHub,2021-04-20T15:55:31Z
116011653,b9030d158200ba28f6213323bae2d3a50f1ed53c,Kagaya,Kagaya,2021-04-20T15:53:13Z
116011653,d7e18261b023002ffbdcaa011ebae6ddadef72c6,Kagaya,GitHub,2021-04-20T13:23:06Z
116011653,60af219e0ed14112f68fa022c9b1ee8ff05f1bcd,Kagaya,Kagaya,2021-04-20T13:11:27Z
116011653,fcdb27fd7fe29863ff3732db24a1e13991fba740,Bowen Li,GitHub,2021-04-12T08:09:22Z
116011653,f546c4c23f849c8f3f0cc1bd0de898a337969f2d,Bowen Li,GitHub,2021-04-12T07:59:34Z
116011653,4785de2183d6e28204b2485b7c5f1e0bf4232882,Kagaya,GitHub,2021-04-09T12:42:18Z
116011653,5f79ac16b4483fe994ee1bc0b591c93b10a36aa1,Kagaya,GitHub,2021-03-14T08:44:36Z
116011653,4f29a4131908dccda44443d15c7785062289bb96,Kagaya,Kagaya,2021-03-14T07:13:55Z
116011653,921a44015950512eada6cc6e49a7c972e630f5c2,Kagaya,Kagaya,2021-03-14T07:12:09Z
116011653,bc5211d87749f1c7aa542763a32ca627a8495988,Kagaya,Kagaya,2021-03-14T06:48:58Z
116011653,57adae741b6a6213ef0033b7add50ded5bf7be88,Humbert Zhang,GitHub,2021-03-10T15:10:19Z
116011653,5b9edca54250e1e5e82ebe38e9245efd97e8d474,Kagaya,Kagaya,2021-03-10T12:28:28Z
116011653,6da7af034d9c56a118cc7d7a54e905539e7daeeb,zhang.chenxi,GitHub,2021-02-10T02:12:31Z
116011653,6bef294d4c419812ee1e9637bf0b4629ed3aa52f,zhongyuanzhao000,GitHub,2020-12-10T09:00:07Z
116011653,321380e517414b25db68f96304a319a1f40bd48a,Kagaya,Kagaya,2020-12-08T12:29:13Z
116011653,9bdaef9b80e94ba04461284727ad73a2a2ce403d,Kagaya,Kagaya,2020-12-08T12:20:52Z
116011653,1c6611c77593ca35364b30a5b7ef5c21e3e2d998,zhongyuanzhao000,zhongyuanzhao000,2020-08-15T03:45:47Z
116011653,3b3eb263d0a46de4d7b9f620da35ae5d03ea4426,hechuan73,hechuan73,2020-07-29T06:23:01Z
116011653,7009be659b67bf87c3247964bdbc68c1185a541d,zhongyuanzhao000,zhongyuanzhao000,2020-07-19T17:36:52Z
116011653,c39e0e58b2a017ce7d1c33680751daf4ef7946ef,zhongyuanzhao000,zhongyuanzhao000,2020-07-19T11:27:06Z
116011653,f7d8109859ff0beb7527665fe52ce74529cd647b,zhongyuanzhao000,GitHub,2020-07-19T08:53:04Z
116011653,cab7d8195025c571f86278f9f56f3838943dbaa2,zhongyuanzhao000,zhongyuanzhao000,2020-07-19T03:09:01Z
116011653,79c375041a07fef4acf25acbd83e667a97ae6580,zhongyuanzhao000,zhongyuanzhao000,2020-07-18T05:25:44Z
116011653,a4ed2433b0b6ab6e0d60115fc19efecb2548c6cd,zhongyuanzhao000,zhongyuanzhao000,2020-06-08T10:53:25Z
116011653,97fe13cc7423654a60250b200c8cea4296c4e073,zhongyuanzhao000,zhongyuanzhao000,2020-05-19T03:56:12Z
116011653,1e671c7f3d4b72e0fe73bce4b85f90587066bc03,zhongyuanzhao000,zhongyuanzhao000,2020-05-17T16:40:37Z
116011653,9c783e49f32250bb11363ee97aff1a902dd6c400,zhongyuanzhao000,GitHub,2020-05-16T13:09:18Z
116011653,2ee550ddc406013785672897493fea96fb1a0046,João Soares,João Soares,2020-05-16T10:57:12Z
116011653,1b8d4577aa746bd27f09136bc2edaedde2e6a0b6,zhongyuanzhao000,GitHub,2020-05-13T14:54:54Z
116011653,021d3e8a41484ebfc8ea897ff5115b34eb13df0f,zhongyuanzhao000,GitHub,2020-05-13T14:21:35Z
116011653,663d4f59b0637d9646278e853f92b9c713377256,zhongyuanzhao000,zhongyuanzhao000,2020-05-03T13:23:41Z
116011653,52a62b5d1dbf8c6f5b42d7c059b57fa6ccd7c63f,zhongyuanzhao000,zhongyuanzhao000,2020-05-03T11:58:52Z
116011653,62c627084eae2808488679fe036953cf05aea8bb,zhongyuanzhao000,zhongyuanzhao000,2020-05-03T11:53:44Z
116011653,ade814cf0b60d1ccd6c4bbf2b4c8e362b001aef0,zhongyuanzhao000,zhongyuanzhao000,2020-04-29T03:04:27Z
116011653,1c228c76996af8e9889b353ad6a66e1ec9d9c38a,zhongyuanzhao000,GitHub,2020-04-23T09:16:48Z
116011653,476ae68ebf5df19f08deafe754bca11e5735d12a,zhongyuanzhao000,zhongyuanzhao000,2020-04-23T09:10:48Z
116011653,122fb40bde648737a799705a8286f3d2755386fc,zhongyuanzhao000,zhongyuanzhao000,2020-04-22T13:24:39Z
116011653,985eca56f533de9663722edff46b3dae97793c7d,zhongyuanzhao000,zhongyuanzhao000,2020-04-19T09:24:57Z
116011653,15ae5c4102caccc6e6f84bce647cce1dcf4ad77a,zhongyuanzhao000,zhongyuanzhao000,2020-04-19T09:09:19Z
116011653,4cd7a244e26ef772678669b5d597e131de7d7153,zhongyuanzhao000,zhongyuanzhao000,2020-04-16T13:25:10Z
116011653,32686bebed05985bb5d63931f7a42c3a2048023b,zhongyuanzhao000,zhongyuanzhao000,2020-04-16T13:15:08Z
116011653,2fe2dd072c0b9625634732e8aed5b8cbb972cbf3,zhongyuanzhao000,zhongyuanzhao000,2020-04-16T12:16:48Z
116011653,545bd18c9d271680771b0e2eb3fb478690c653c6,zhongyuanzhao000,zhongyuanzhao000,2020-04-08T15:39:27Z
116011653,0703065fc9c09b0853ae1c72fcfc9999f11a3252,zhongyuanzhao000,zhongyuanzhao000,2020-04-05T15:23:44Z
116011653,a94e6c32a67c9514affb136f83e2e8108865c5f6,zhongyuanzhao000,GitHub,2020-04-04T12:07:03Z
116011653,97a90f003d7911c6cc09fb3534faf762c9950d57,zhongyuanzhao000,zhongyuanzhao000,2020-04-04T11:40:20Z
116011653,15ae1fb5073e9a259b28f653730eefd2da747c2c,zhongyuanzhao000,GitHub,2020-03-31T17:09:53Z
116011653,a9b5b4fb198ad5a78d582dde163fff3ccbf45745,zhongyuanzhao000,GitHub,2020-03-31T17:07:52Z
116011653,db6d0dbdd822fffb847667d6ccfe32b48b34dd03,zhongyuanzhao000,GitHub,2020-03-16T04:41:02Z
116011653,6393011ad35541453770c9e2c4c3408cb641ef55,zhongyuanzhao000,GitHub,2020-02-26T12:47:54Z
116011653,039f87c0108db0829f4ccee8ac671dd7c90ffb5e,zack,zack,2020-02-26T10:32:57Z
116011653,570a522ec9d0c6273c8fc97e8e38262b56745b36,zack,zack,2020-02-26T10:32:31Z
116011653,9b5582c0ef05c153054c3195de7838d960fe2226,zhongyuanzhao000,zhongyuanzhao000,2019-12-22T07:31:15Z
116011653,b16d36dfeba3957a687b3a2b95a3487feac1ef02,zhongyuanzhao000,zhongyuanzhao000,2019-12-22T05:14:12Z
116011653,1ffc4df996aec139d9f31c32b3dab335256a4338,zhongyuanzhao000,zhongyuanzhao000,2019-12-22T04:47:38Z
116011653,1e3123c59968206ec30de42b9cecc60280157120,zhongyuanzhao000,GitHub,2019-12-19T06:10:20Z
116011653,5c7b7df0d642b70e069244c1c544be2012a29be3,zhongyuanzhao000,GitHub,2019-12-18T11:01:59Z
116011653,b8fc9917396c28624154c8dc962041021f1dd485,Humbertzhang,GitHub,2019-12-18T07:38:33Z
116011653,5122684aff988277b8c50c26576b28bfffef3289,LeBW,LeBW,2019-12-16T07:50:02Z
116011653,c01a86cc15625baf2542ddf4e09ed2ddb24f6e1e,LeBW,LeBW,2019-12-16T07:03:00Z
116011653,a68b506ed91d1ba97c37b2c4548f3282efe50024,LeBW,LeBW,2019-12-16T12:00:26Z
116011653,773747739a381c0718dbef44d83d6683ab1870fa,zhongyuanzhao000,GitHub,2019-12-13T10:30:58Z
116011653,142d68547cb6bfb462a9a4f2f23dd1bc2414aeb3,zhongyuanzhao000,zhongyuanzhao000,2019-12-13T10:28:17Z
116011653,5b244e487cb6d35bbfc2d09df4472496414796aa,zhongyuanzhao000,zhongyuanzhao000,2019-12-13T10:27:43Z
116011653,b5149f17fae076788fa9aa32141f0d260e9ad74c,LeBW,LeBW,2019-12-13T01:49:32Z
116011653,98a7cfad9be733565f9fa75cd4995a21d651f1c0,LeBW,LeBW,2019-12-13T01:35:14Z
116011653,4b67599de4ea42fcd188592cb29ad3defcb21515,LeBW,LeBW,2019-12-13T01:34:57Z
116011653,e172efb234ac234006b14f3abbb8a0544386722d,zhongyuanzhao000,zhongyuanzhao000,2019-12-12T13:50:20Z
116011653,18170b962a2bacbb9368eb3488173ecd87e2d1e3,zhongyuanzhao000,zhongyuanzhao000,2019-12-12T13:50:00Z
116011653,80187ab35280906058c96affc3e227d83652b79d,LeBW,LeBW,2019-12-12T13:25:31Z
116011653,836dabf6bee78751988c8ddb02cb3734da4a1c95,zhongyuanzhao000,zhongyuanzhao000,2019-12-12T13:20:18Z
116011653,e790feb951315d53f581f14546e166b9c63f5489,LeBW,LeBW,2019-12-12T12:28:51Z
116011653,020966ddd86fcdbec4c23ade8fd813993425f003,LeBW,LeBW,2019-12-10T14:41:38Z
116011653,2773069c22ab59dc75d8f1645eaa2afbb0a023ba,LeBW,LeBW,2019-12-10T14:29:33Z
116011653,879152152434f1ff284b91f9b7b9a8a0fca41cea,LeBW,LeBW,2019-12-10T14:26:30Z
116011653,bb2d750da81bfc77a37dbeabe104f6b1ba25d9a0,LeBW,LeBW,2019-12-10T07:35:43Z
116011653,9eb7915f83e8bb34a7112f9605421a807b2f4b6c,LeBW,LeBW,2019-12-10T07:34:19Z
116011653,6b4b7b7713ba2b342c89746f82f625c6ec51987e,zhongyuanzhao000,zhongyuanzhao000,2019-12-10T07:20:51Z
116011653,844c708129f2651b236c5bfceb0a0a487e0fbafa,zhongyuanzhao000,zhongyuanzhao000,2019-12-10T05:29:31Z
116011653,fceb12bd85b958b8cbd63090b0ded077d5b9ba0c,zhongyuanzhao000,zhongyuanzhao000,2019-12-10T05:21:39Z
116011653,50016630d488e480db3f982c7a43638322a1ade8,LeBW,LeBW,2019-12-10T03:00:43Z
116011653,8bd2a7a726f18ad49cb902557e01a8d3c07e5850,LeBW,LeBW,2019-12-09T14:33:12Z
116011653,726151bdaaa38d1f53670d2b0a517c4133b29b80,LeBW,LeBW,2019-12-09T12:44:44Z
116011653,2292315e701a5ad0488af242c4514409ed981d9f,LeBW,LeBW,2019-12-09T12:44:26Z
116011653,b7b2f76f2f475d018ce39405ada1d9ffe35c1b64,LeBW,LeBW,2019-12-09T12:28:44Z
116011653,5036f68987bdedc74040eec7b86ac1e462f7bb80,zhongyuanzhao000,zhongyuanzhao000,2019-12-05T12:52:01Z
116011653,00418f2776cabd34c13916ced373d38f72d28f3a,zhongyuanzhao000,zhongyuanzhao000,2019-12-04T07:03:11Z
116011653,0a825c0652375d0655e9932e878e051bb94a8d56,zhongyuanzhao000,zhongyuanzhao000,2019-12-04T06:15:39Z
116011653,1abafb12a301383ea2319d4858f884153da77aaf,zhongyuanzhao000,zhongyuanzhao000,2019-12-04T01:40:58Z
116011653,b5e122260e9245c9d37ae2c096e5ab423bc6b19e,zhongyuanzhao000,zhongyuanzhao000,2019-12-03T13:01:47Z
116011653,436b0f8269a2f6fd614df834a7087e58e99f564c,zhongyuanzhao000,zhongyuanzhao000,2019-12-03T12:39:53Z
116011653,57da3672c282964d1f4d7a5b405d584e50248a39,zhongyuanzhao000,zhongyuanzhao000,2019-12-02T11:16:20Z
116011653,58994cd876f576fc1db112cb9188d60e36a90f3d,zhongyuanzhao000,zhongyuanzhao000,2019-12-01T09:56:19Z
116011653,b70d20924507afd59b6465c8f1a2245159479c12,zhongyuanzhao000,zhongyuanzhao000,2019-12-01T08:45:20Z
116011653,9506bd962a504df4ca7a1e78dde9f12d7482bfde,zhongyuanzhao000,zhongyuanzhao000,2019-11-30T13:52:06Z
116011653,33d29438fd671ac8780c89ac8bbb5f156e86287d,zhongyuanzhao000,zhongyuanzhao000,2019-11-30T12:36:14Z
116011653,48e8f8e959820412d55cf2e9522d8173795ffde3,zhongyuanzhao000,zhongyuanzhao000,2019-11-30T11:56:12Z
116011653,2459960ed85801b349eee29d965de2f0a9228a47,zhongyuanzhao000,zhongyuanzhao000,2019-11-30T08:47:49Z
116011653,902f13a1ca32e432ae9924674ed99fc3c9188ab6,zhongyuanzhao000,zhongyuanzhao000,2019-11-29T13:15:37Z
116011653,ba219541f90cc6b1683f4585d7fd93d5487c61b3,zhongyuanzhao000,zhongyuanzhao000,2019-11-29T11:58:58Z
116011653,9d8e8d6643d6c55d4edbc00846b38e92d80e6f97,zhongyuanzhao000,zhongyuanzhao000,2019-11-29T08:21:53Z
116011653,ee68369e00776ab09e427b7c4fc40a53bc2dc3ce,zhongyuanzhao000,zhongyuanzhao000,2019-11-28T14:31:36Z
116011653,fd3e101ddf7371013de965b134809f0131c38ba9,zhongyuanzhao000,zhongyuanzhao000,2019-11-28T14:18:21Z
116011653,1b7689c795fda0e1df51328d5da90ec37cfef10b,zhongyuanzhao000,zhongyuanzhao000,2019-11-28T13:31:06Z
116011653,6afa2ff4c204e7fb95c44079408e96fb353711ae,zhongyuanzhao000,zhongyuanzhao000,2019-11-28T12:39:11Z
116011653,b4dd8f91cc27ea9eff9cb93671c4189b1582f293,zhongyuanzhao000,zhongyuanzhao000,2019-11-28T12:04:49Z
116011653,e7553b0e54978444faa8b0905623c1fb973a1078,zhongyuanzhao000,zhongyuanzhao000,2019-11-28T11:51:03Z
116011653,c1d14044f60590c4a221a8a09be4d51ddffc31f3,zhongyuanzhao000,zhongyuanzhao000,2019-11-28T11:10:43Z
116011653,7bac300e33f35b7db739745fad7890f2fc0995a3,zhongyuanzhao000,zhongyuanzhao000,2019-11-27T14:32:01Z
116011653,5df0da398f9c0150d48e663f6b5c4f4e2fc5ad41,zhongyuanzhao000,zhongyuanzhao000,2019-11-27T12:40:44Z
116011653,0e38fbc766f3d07aab83b370aa55ef2c82fa7400,zhongyuanzhao000,GitHub,2019-11-26T04:31:04Z
116011653,76d6837b20fbe988bb5b67f6f5bb26066c1ddf17,zhongyuanzhao000,zhongyuanzhao000,2019-11-19T10:21:21Z
116011653,2af9a97605dac68a4e7d6acb3f4268fad75f0443,zhongyuanzhao000,zhongyuanzhao000,2019-11-18T15:03:04Z
116011653,bfc8f693d49f28e5123d0265ad5bda8df5ec2415,zhongyuanzhao000,zhongyuanzhao000,2019-11-18T14:39:56Z
116011653,91e1d1ed11c1f199169654ee5891497083cec28e,zhongyuanzhao000,zhongyuanzhao000,2019-11-18T14:34:11Z
116011653,cdbc11387565914c764a258cf6dd0e8e3ccafe56,zhongyuanzhao000,zhongyuanzhao000,2019-11-18T14:17:35Z
116011653,665df165216cb9223802f268bf51b2028248b043,Bowen Li,GitHub,2019-11-15T02:30:42Z
116011653,97125f449d9f605535550a2d1f496a29b16c03ac,LeBW,LeBW,2019-11-15T01:49:44Z
116011653,aa808e1b5a5433388189aee253d13c5dda73c8b5,Humbertzhang,GitHub,2019-11-15T01:41:00Z
116011653,84b118c4dc83bfffa0d6a2da02ebfa7fde35b2d0,LeBW,LeBW,2019-11-14T11:47:09Z
116011653,435b13bf7d48b666759148df45e63a1ba4712e1f,LeBW,LeBW,2019-11-14T11:43:55Z
116011653,366269c16fd1aa1fd8b2d85f52a3c3d1c27c1ffe,LeBW,LeBW,2019-11-14T02:47:43Z
116011653,34b7dce8209a543afeaf597e7f1ab2651e5800ed,LeBW,LeBW,2019-11-14T02:47:20Z
116011653,b739b505c3bbd7c00cd24c8d39407e85e58d04f2,Bowen Li,GitHub,2019-11-14T01:37:18Z
116011653,988bdc99bfa4f233953eb526341ffedc9923228c,LeBW,LeBW,2019-11-14T01:35:10Z
116011653,7daeadb00fa15c39f17be1f616c99424722d8c8e,LeBW,LeBW,2019-11-14T01:28:36Z
116011653,195734b82297061e944a0f2e02ca364b21f2af45,LeBW,LeBW,2019-11-14T01:28:01Z
116011653,2fad147692cd8cfe512cf790776bc0b542686f49,Bowen Li,GitHub,2019-11-13T13:28:15Z
116011653,90e7b039d87c5b55865f61b52b9ae1fa0a60f5e3,LeBW,LeBW,2019-11-13T13:18:57Z
116011653,be620200e22136adecfcad1ee28f9f395628a4cc,LeBW,LeBW,2019-11-13T13:18:10Z
116011653,71f7b6ec92f75a272edbdbc1d72e34d46e60a1d3,LeBW,LeBW,2019-11-13T13:14:42Z
116011653,d6d781c5fe1f6d2371069ada69f10f80f4712eb1,zhongyuanzhao000,GitHub,2019-11-13T12:26:35Z
116011653,18279cfeb4ae3fd825d5dc6004a6945b4f17eba9,Humbertzhang,GitHub,2019-11-13T11:48:58Z
116011653,de04f3220478a60fc04edce7dfcc4fa753ed3438,liuZOZO,liuZOZO,2019-11-02T13:47:43Z
116011653,b68888d3ecedbb8b43ed8a63b371f4818ae2d25e,liuZOZO,liuZOZO,2019-11-02T13:46:11Z
116011653,c3e24f08fc4240f33727bbf6b5cf522531a75065,liuZOZO,liuZOZO,2019-11-02T13:45:57Z
116011653,5087a5dc71886c5fda9d0ffd69b07c856f7c9674,zhongyuanzhao000,GitHub,2019-10-22T07:42:32Z
116011653,01025542c6d12284910a3d2ed7ea6333814d4a85,zhongyuanzhao000,zhongyuanzhao000,2019-10-22T07:38:02Z
116011653,46fe54f0e926b523da4bdfbb1c368412cef02f5f,liuZOZO,liuZOZO,2019-10-20T01:22:01Z
